DISTRICTNAME,UNITNAME,Year,TotalAccidents
Kolar,Kolar Traffic PS,2020,61
Kolar,Kolar Traffic PS,2021,91
Kolar,Kolar Traffic PS,2022,94
Kolar,Kolar Traffic PS,2023,89
Kolar,Malur PS,2016,78
Kolar,Malur PS,2017,90
Kolar,Malur PS,2018,88
Kolar,Malur PS,2019,102
Kolar,Malur PS,2020,78
Kolar,Malur PS,2021,84
Kolar,Malur PS,2022,120
Kolar,Malur PS,2023,103
Kolar,Masti PS,2016,17
Kolar,Masti PS,2017,16
Kolar,Masti PS,2018,19
Kolar,Masti PS,2019,26
Kolar,Masti PS,2020,24
Kolar,Masti PS,2021,21
Kolar,Masti PS,2022,25
Kolar,Masti PS,2023,27
Kolar,Mulbagal Rural PS,2016,16
Kolar,Mulbagal Rural PS,2017,68
Kolar,Mulbagal Rural PS,2018,84
Kolar,Mulbagal Rural PS,2019,72
Kolar,Mulbagal Rural PS,2020,51
Kolar,Mulbagal Rural PS,2021,66
Kolar,Mulbagal Rural PS,2022,88
Kolar,Mulbagal Rural PS,2023,80
Kolar,Mulbagal Town PS,2016,74
Kolar,Mulbagal Town PS,2017,35
Kolar,Mulbagal Town PS,2018,40
Kolar,Mulbagal Town PS,2019,39
Kolar,Mulbagal Town PS,2020,30
Kolar,Mulbagal Town PS,2021,33
Kolar,Mulbagal Town PS,2022,26
Kolar,Mulbagal Town PS,2023,27
Kolar,Nangli PS,2016,28
Kolar,Nangli PS,2017,33
Kolar,Nangli PS,2018,47
Kolar,Nangli PS,2019,53
Kolar,Nangli PS,2020,36
Kolar,Nangli PS,2021,44
Kolar,Nangli PS,2022,38
Kolar,Nangli PS,2023,53
Kolar,Rayalpad PS,2016,13
Kolar,Rayalpad PS,2017,16
Kolar,Rayalpad PS,2018,15
Kolar,Rayalpad PS,2019,15
Kolar,Rayalpad PS,2020,12
Kolar,Rayalpad PS,2021,9
Kolar,Rayalpad PS,2022,17
Kolar,Rayalpad PS,2023,11
Kolar,Srinivasapura PS,2016,39
Kolar,Srinivasapura PS,2017,33
Kolar,Srinivasapura PS,2018,43
Kolar,Srinivasapura PS,2019,36
Kolar,Srinivasapura PS,2020,36
Kolar,Srinivasapura PS,2021,41
Kolar,Srinivasapura PS,2022,52
Kolar,Srinivasapura PS,2023,41
Kolar,Vemagal PS,2016,57
Kolar,Vemagal PS,2017,67
Kolar,Vemagal PS,2018,99
Kolar,Vemagal PS,2019,60
Kolar,Vemagal PS,2020,65
Kolar,Vemagal PS,2021,35
Kolar,Vemagal PS,2022,70
Kolar,Vemagal PS,2023,53
Koppal,Alwandi PS,2016,10
Koppal,Alwandi PS,2017,11
Koppal,Alwandi PS,2018,18
Koppal,Alwandi PS,2019,12
Koppal,Alwandi PS,2020,13
Koppal,Alwandi PS,2021,14
Koppal,Alwandi PS,2022,24
Koppal,Alwandi PS,2023,16
Koppal,Bevoor PS,2016,28
Koppal,Bevoor PS,2017,34
Koppal,Bevoor PS,2018,39
Koppal,Bevoor PS,2019,39
Koppal,Bevoor PS,2020,28
Koppal,Bevoor PS,2021,26
Koppal,Bevoor PS,2022,32
Koppal,Bevoor PS,2023,35
Koppal,Gangavathi Rural PS,2016,65
Koppal,Gangavathi Rural PS,2017,73
Koppal,Gangavathi Rural PS,2018,65
Koppal,Gangavathi Rural PS,2019,65
Koppal,Gangavathi Rural PS,2020,69
Koppal,Gangavathi Rural PS,2021,86
Koppal,Gangavathi Rural PS,2022,76
Koppal,Gangavathi Rural PS,2023,57
Koppal,Gangavathi Traffic PS,2016,22
Koppal,Gangavathi Traffic PS,2017,30
Koppal,Gangavathi Traffic PS,2018,43
Koppal,Gangavathi Traffic PS,2019,30
Koppal,Gangavathi Traffic PS,2020,24
Koppal,Gangavathi Traffic PS,2021,37
Koppal,Gangavathi Traffic PS,2022,44
Koppal,Gangavathi Traffic PS,2023,34
Koppal,Hanumasagar PS,2016,11
Koppal,Hanumasagar PS,2017,20
Koppal,Hanumasagar PS,2018,12
Koppal,Hanumasagar PS,2019,19
Koppal,Hanumasagar PS,2020,16
Koppal,Hanumasagar PS,2021,13
Koppal,Hanumasagar PS,2022,12
Koppal,Hanumasagar PS,2023,7
Koppal,Kanakagiri PS,2016,29
Koppal,Kanakagiri PS,2017,24
Koppal,Kanakagiri PS,2018,24
Koppal,Kanakagiri PS,2019,21
Koppal,Kanakagiri PS,2020,18
Koppal,Kanakagiri PS,2021,30
Koppal,Kanakagiri PS,2022,26
Koppal,Kanakagiri PS,2023,25
Koppal,Karatagi PS,2016,38
Koppal,Karatagi PS,2017,35
Koppal,Karatagi PS,2018,41
Koppal,Karatagi PS,2019,46
Koppal,Karatagi PS,2020,42
Koppal,Karatagi PS,2021,68
Koppal,Karatagi PS,2022,81
Koppal,Karatagi PS,2023,71
Koppal,Koppal Rural PS,2016,46
Koppal,Koppal Rural PS,2017,73
Koppal,Koppal Rural PS,2018,66
Koppal,Koppal Rural PS,2019,79
Koppal,Koppal Rural PS,2020,73
Koppal,Koppal Rural PS,2021,78
Koppal,Koppal Rural PS,2022,81
Koppal,Koppal Rural PS,2023,73
Koppal,Koppal Traffic PS,2016,38
Koppal,Koppal Traffic PS,2017,46
Koppal,Koppal Traffic PS,2018,37
Koppal,Koppal Traffic PS,2019,42
Koppal,Koppal Traffic PS,2020,33
Koppal,Koppal Traffic PS,2021,25
Koppal,Koppal Traffic PS,2022,22
Koppal,Koppal Traffic PS,2023,32
Koppal,Kuknoor PS,2016,36
Koppal,Kuknoor PS,2017,35
Koppal,Kuknoor PS,2018,38
Koppal,Kuknoor PS,2019,35
Koppal,Kuknoor PS,2020,21
Koppal,Kuknoor PS,2021,37
Koppal,Kuknoor PS,2022,41
Koppal,Kuknoor PS,2023,39
Koppal,Kushtagi PS,2016,76
Koppal,Kushtagi PS,2017,54
Koppal,Kushtagi PS,2018,43
Koppal,Kushtagi PS,2019,42
Koppal,Kushtagi PS,2020,37
Koppal,Kushtagi PS,2021,42
Koppal,Kushtagi PS,2022,48
Koppal,Kushtagi PS,2023,50
Koppal,Munirabad PS,2016,53
Koppal,Munirabad PS,2017,60
Koppal,Munirabad PS,2018,78
Koppal,Munirabad PS,2019,72
Koppal,Munirabad PS,2020,79
Koppal,Munirabad PS,2021,87
Koppal,Munirabad PS,2022,89
Koppal,Munirabad PS,2023,106
Koppal,Tavaregera PS,2016,20
Koppal,Tavaregera PS,2017,29
Koppal,Tavaregera PS,2018,38
Koppal,Tavaregera PS,2019,26
Koppal,Tavaregera PS,2020,16
Koppal,Tavaregera PS,2021,14
Koppal,Tavaregera PS,2022,15
Koppal,Tavaregera PS,2023,23
Koppal,Yelburga PS,2016,41
Koppal,Yelburga PS,2017,36
Koppal,Yelburga PS,2018,34
Koppal,Yelburga PS,2019,19
Koppal,Yelburga PS,2020,31
Koppal,Yelburga PS,2021,17
Koppal,Yelburga PS,2022,30
Koppal,Yelburga PS,2023,17
Mandya,Arakere PS,2016,48
Mandya,Arakere PS,2017,46
Mandya,Arakere PS,2018,49
Mandya,Arakere PS,2019,53
Mandya,Arakere PS,2020,48
Mandya,Arakere PS,2021,40
Mandya,Arakere PS,2022,44
Mandya,Arakere PS,2023,51
Mandya,Basaralu PS,2016,9
Mandya,Basaralu PS,2017,7
Mandya,Basaralu PS,2018,9
Mandya,Basaralu PS,2019,12
Mandya,Basaralu PS,2020,10
Mandya,Basaralu PS,2021,14
Mandya,Basaralu PS,2022,11
Mandya,Basaralu PS,2023,12
Mandya,Belakavadi PS,2016,52
Mandya,Belakavadi PS,2017,38
Mandya,Belakavadi PS,2018,45
Mandya,Belakavadi PS,2019,34
Mandya,Belakavadi PS,2020,32
Mandya,Belakavadi PS,2021,21
Mandya,Belakavadi PS,2022,26
Mandya,Belakavadi PS,2023,25
Mandya,Bellur PS,2016,104
Mandya,Bellur PS,2017,114
Mandya,Bellur PS,2018,116
Mandya,Bellur PS,2019,107
Mandya,Bellur PS,2020,81
Mandya,Bellur PS,2021,64
Mandya,Bellur PS,2022,72
Mandya,Bellur PS,2023,77
Mandya,Besagaraghalli PS,2016,15
Mandya,Besagaraghalli PS,2017,24
Mandya,Besagaraghalli PS,2018,15
Mandya,Besagaraghalli PS,2019,25
Mandya,Besagaraghalli PS,2020,12
Mandya,Besagaraghalli PS,2021,20
Mandya,Besagaraghalli PS,2022,21
Mandya,Besagaraghalli PS,2023,16
Mandya,Bindiganavile PS,2016,25
Mandya,Bindiganavile PS,2017,24
Mandya,Bindiganavile PS,2018,31
Mandya,Bindiganavile PS,2019,24
Mandya,Bindiganavile PS,2020,29
Mandya,Bindiganavile PS,2021,19
Mandya,Bindiganavile PS,2022,27
Mandya,Bindiganavile PS,2023,38
Mandya,Halagur PS,2016,51
Mandya,Halagur PS,2017,60
Mandya,Halagur PS,2018,64
Mandya,Halagur PS,2019,59
Mandya,Halagur PS,2020,53
Mandya,Halagur PS,2021,66
Mandya,Halagur PS,2022,78
Mandya,Halagur PS,2023,63
Mandya,K.M. Doddi PS,2016,62
Mandya,K.M. Doddi PS,2017,82
Mandya,K.M. Doddi PS,2018,86
Mandya,K.M. Doddi PS,2019,98
Mandya,K.M. Doddi PS,2020,73
Mandya,K.M. Doddi PS,2021,81
Mandya,K.M. Doddi PS,2022,100
Mandya,K.M. Doddi PS,2023,79
Mandya,K.R. Pet Rural PS,2016,39
Mandya,K.R. Pet Rural PS,2017,65
Mandya,K.R. Pet Rural PS,2018,58
Mandya,K.R. Pet Rural PS,2019,69
Mandya,K.R. Pet Rural PS,2020,65
Mandya,K.R. Pet Rural PS,2021,60
Mandya,K.R. Pet Rural PS,2022,80
Mandya,K.R. Pet Rural PS,2023,81
Mandya,K.R. Pet Town PS,2016,38
Mandya,K.R. Pet Town PS,2017,54
Mandya,K.R. Pet Town PS,2018,44
Mandya,K.R. Pet Town PS,2019,55
Mandya,K.R. Pet Town PS,2020,48
Mandya,K.R. Pet Town PS,2021,65
Mandya,K.R. Pet Town PS,2022,77
Mandya,K.R. Pet Town PS,2023,69
Mandya,K.R. Sagar PS,2016,52
Mandya,K.R. Sagar PS,2017,45
Mandya,K.R. Sagar PS,2018,49
Mandya,K.R. Sagar PS,2019,59
Mandya,K.R. Sagar PS,2020,71
Mandya,K.R. Sagar PS,2021,68
Mandya,K.R. Sagar PS,2022,125
Mandya,K.R. Sagar PS,2023,127
Mandya,Keragodu PS,2016,30
Mandya,Keragodu PS,2017,34
Mandya,Keragodu PS,2018,27
Mandya,Keragodu PS,2019,41
Mandya,Keragodu PS,2020,36
Mandya,Keragodu PS,2021,34
Mandya,Keragodu PS,2022,29
Mandya,Keragodu PS,2023,25
Mandya,Kesthur PS,2016,14
Mandya,Kesthur PS,2017,27
Mandya,Kesthur PS,2018,26
Mandya,Kesthur PS,2019,45
Mandya,Kesthur PS,2020,41
Mandya,Kesthur PS,2021,26
Mandya,Kesthur PS,2022,38
Mandya,Kesthur PS,2023,44
Mandya,Kikkeri PS,2016,38
Mandya,Kikkeri PS,2017,53
Mandya,Kikkeri PS,2018,40
Mandya,Kikkeri PS,2019,46
Mandya,Kikkeri PS,2020,43
Mandya,Kikkeri PS,2021,41
Mandya,Kikkeri PS,2022,56
Mandya,Kikkeri PS,2023,47
Mandya,Kirugavalu PS,2016,36
Mandya,Kirugavalu PS,2017,35
Mandya,Kirugavalu PS,2018,47
Mandya,Kirugavalu PS,2019,40
Mandya,Kirugavalu PS,2020,25
Mandya,Kirugavalu PS,2021,29
Mandya,Kirugavalu PS,2022,36
Mandya,Kirugavalu PS,2023,32
Mandya,Koppa PS,2016,20
Mandya,Koppa PS,2017,22
Mandya,Koppa PS,2018,24
Mandya,Koppa PS,2019,15
Mandya,Koppa PS,2020,13
Mandya,Koppa PS,2021,15
Mandya,Koppa PS,2022,26
Mandya,Koppa PS,2023,21
Mandya,Maddur PS,2016,41
Mandya,Maddur PS,2017,66
Mandya,Maddur PS,2018,72
Mandya,Maddur PS,2019,71
Mandya,Maddur PS,2020,55
Mandya,Maddur PS,2021,55
Mandya,Maddur PS,2022,59
Mandya,Maddur PS,2023,74
Mandya,Maddur Traffic PS,2016,180
Mandya,Maddur Traffic PS,2017,219
Mandya,Maddur Traffic PS,2018,218
Mandya,Maddur Traffic PS,2019,173
Mandya,Maddur Traffic PS,2020,106
Mandya,Maddur Traffic PS,2021,87
Mandya,Maddur Traffic PS,2022,121
Mandya,Maddur Traffic PS,2023,165
Mandya,Malavalli Rural PS,2016,88
Mandya,Malavalli Rural PS,2017,94
Mandya,Malavalli Rural PS,2018,119
Mandya,Malavalli Rural PS,2019,69
Mandya,Malavalli Rural PS,2020,75
Mandya,Malavalli Rural PS,2021,56
Mandya,Malavalli Rural PS,2022,87
Mandya,Malavalli Rural PS,2023,71
Mandya,Malavalli Town PS,2016,23
Mandya,Malavalli Town PS,2017,33
Mandya,Malavalli Town PS,2018,37
Mandya,Malavalli Town PS,2019,20
Mandya,Malavalli Town PS,2020,19
Mandya,Malavalli Town PS,2021,18
Mandya,Malavalli Town PS,2022,23
Mandya,Malavalli Town PS,2023,28
Mandya,Mandya Central PS,2017,8
Mandya,Mandya Central PS,2018,12
Mandya,Mandya Central PS,2019,15
Mandya,Mandya Central PS,2020,14
Mandya,Mandya Central PS,2021,17
Mandya,Mandya Central PS,2022,12
Mandya,Mandya Central PS,2023,42
Mandya,Mandya Rural PS,2016,226
Mandya,Mandya Rural PS,2017,247
Mandya,Mandya Rural PS,2018,271
Mandya,Mandya Rural PS,2019,261
Mandya,Mandya Rural PS,2020,187
Mandya,Mandya Rural PS,2021,151
Mandya,Mandya Rural PS,2022,145
Mandya,Mandya Rural PS,2023,215
Mandya,Mandya Traffic PS,2016,154
Mandya,Mandya Traffic PS,2017,161
Mandya,Mandya Traffic PS,2018,141
Mandya,Mandya Traffic PS,2019,166
Mandya,Mandya Traffic PS,2020,81
Mandya,Mandya Traffic PS,2021,93
Mandya,Mandya Traffic PS,2022,97
Mandya,Mandya Traffic PS,2023,100
Mandya,Melukote PS,2016,35
Mandya,Melukote PS,2017,33
Mandya,Melukote PS,2018,33
Mandya,Melukote PS,2019,41
Mandya,Melukote PS,2020,48
Mandya,Melukote PS,2021,48
Mandya,Melukote PS,2022,60
Mandya,Melukote PS,2023,64
Mandya,Nagamangala Rural PS,2016,53
Mandya,Nagamangala Rural PS,2017,43
Mandya,Nagamangala Rural PS,2018,40
Mandya,Nagamangala Rural PS,2019,47
Mandya,Nagamangala Rural PS,2020,44
Mandya,Nagamangala Rural PS,2021,41
Mandya,Nagamangala Rural PS,2022,45
Mandya,Nagamangala Rural PS,2023,46
Mandya,Nagamangala Town PS,2016,41
Mandya,Nagamangala Town PS,2017,41
Mandya,Nagamangala Town PS,2018,42
Mandya,Nagamangala Town PS,2019,36
Mandya,Nagamangala Town PS,2020,32
Mandya,Nagamangala Town PS,2021,37
Mandya,Nagamangala Town PS,2022,62
Mandya,Nagamangala Town PS,2023,41
Mandya,Pandavapura PS,2016,89
Mandya,Pandavapura PS,2017,108
Mandya,Pandavapura PS,2018,121
Mandya,Pandavapura PS,2019,115
Mandya,Pandavapura PS,2020,128
Mandya,Pandavapura PS,2021,180
Mandya,Pandavapura PS,2022,141
Mandya,Pandavapura PS,2023,109
Mandya,Shivalli PS,2016,27
Mandya,Shivalli PS,2017,13
Mandya,Shivalli PS,2018,29
Mandya,Shivalli PS,2019,19
Mandya,Shivalli PS,2020,23
Mandya,Shivalli PS,2021,16
Mandya,Shivalli PS,2022,12
Mandya,Shivalli PS,2023,16
Mandya,Srirangapatna PS,2016,204
Mandya,Srirangapatna PS,2017,135
Mandya,Srirangapatna PS,2018,146
Mandya,Srirangapatna PS,2019,134
Mandya,Srirangapatna PS,2020,105
Mandya,Srirangapatna PS,2021,118
Mandya,Srirangapatna PS,2022,98
Mandya,Srirangapatna PS,2023,110
Mandya,Srirangapatna Rural PS,2016,52
Mandya,Srirangapatna Rural PS,2017,121
Mandya,Srirangapatna Rural PS,2018,117
Mandya,Srirangapatna Rural PS,2019,131
Mandya,Srirangapatna Rural PS,2020,73
Mandya,Srirangapatna Rural PS,2021,59
Mandya,Srirangapatna Rural PS,2022,76
Mandya,Srirangapatna Rural PS,2023,108
Mangaluru City,Bajpe PS,2016,94
Mangaluru City,Bajpe PS,2017,68
Mangaluru City,Bajpe PS,2018,94
Mangaluru City,Bajpe PS,2019,86
Mangaluru City,Bajpe PS,2020,68
Mangaluru City,Bajpe PS,2021,73
Mangaluru City,Bajpe PS,2022,75
Mangaluru City,Bajpe PS,2023,73
Mangaluru City,Kankanady Town PS,2016,5
Mangaluru City,Kankanady Town PS,2017,65
Mangaluru City,Konaje PS,2016,66
Mangaluru City,Konaje PS,2017,57
Mangaluru City,Mangalore East Traffic PS,2016,239
Mangaluru City,Mangalore East Traffic PS,2017,229
Mangaluru City,Mangalore East Traffic PS,2018,220
Mangaluru City,Mangalore East Traffic PS,2019,168
Mangaluru City,Mangalore East Traffic PS,2020,113
Mangaluru City,Mangalore East Traffic PS,2021,116
Mangaluru City,Mangalore East Traffic PS,2022,177
Mangaluru City,Mangalore East Traffic PS,2023,161
Mangaluru City,Mangalore Rural PS,2016,100
Mangaluru City,Mangalore Rural PS,2017,30
Mangaluru City,Mangalore Rural PS,2021,1
Mangaluru City,Mangalore West Traffic PS,2016,153
Mangaluru City,Mangalore West Traffic PS,2017,125
Mangaluru City,Mangalore West Traffic PS,2018,91
Mangaluru City,Mangalore West Traffic PS,2019,82
Mangaluru City,Mangalore West Traffic PS,2020,44
Mangaluru City,Mangalore West Traffic PS,2021,31
Mangaluru City,Mangalore West Traffic PS,2022,67
Mangaluru City,Mangalore West Traffic PS,2023,60
Mangaluru City,Moodabidre PS,2016,94
Mangaluru City,Moodabidre PS,2017,99
Mangaluru City,Moodabidre PS,2018,110
Mangaluru City,Moodabidre PS,2019,87
Mangaluru City,Moodabidre PS,2020,81
Mangaluru City,Moodabidre PS,2021,79
Mangaluru City,Moodabidre PS,2022,91
Mangaluru City,Moodabidre PS,2023,63
Mangaluru City,Traffic North Police Station,2016,307
Mangaluru City,Traffic North Police Station,2017,306
Mangaluru City,Traffic North Police Station,2018,259
Mangaluru City,Traffic North Police Station,2019,255
Mangaluru City,Traffic North Police Station,2020,174
Mangaluru City,Traffic North Police Station,2021,227
Mangaluru City,Traffic North Police Station,2022,245
Mangaluru City,Traffic North Police Station,2023,288
Mangaluru City,Traffic South Police Station,2017,107
Mangaluru City,Traffic South Police Station,2018,377
Mangaluru City,Traffic South Police Station,2019,347
Mangaluru City,Traffic South Police Station,2020,211
Mangaluru City,Traffic South Police Station,2021,266
Mangaluru City,Traffic South Police Station,2022,256
Mangaluru City,Traffic South Police Station,2023,244
Mangaluru City,Ullal PS,2016,163
Mangaluru City,Ullal PS,2017,61
Mysuru City,Deveraja Traffic PS,2016,61
Mysuru City,Deveraja Traffic PS,2017,60
Mysuru City,Deveraja Traffic PS,2018,76
Mysuru City,Deveraja Traffic PS,2019,53
Mysuru City,Deveraja Traffic PS,2020,49
Mysuru City,Deveraja Traffic PS,2021,52
Mysuru City,Deveraja Traffic PS,2022,45
Mysuru City,Deveraja Traffic PS,2023,56
Mysuru City,Krishnaraja Traffic PS,2016,215
Mysuru City,Krishnaraja Traffic PS,2017,185
Mysuru City,Krishnaraja Traffic PS,2018,189
Mysuru City,Krishnaraja Traffic PS,2019,226
Mysuru City,Krishnaraja Traffic PS,2020,155
Mysuru City,Krishnaraja Traffic PS,2021,142
Mysuru City,Krishnaraja Traffic PS,2022,189
Mysuru City,Krishnaraja Traffic PS,2023,268
Mysuru City,Narasimharaja Traffic PS,2016,108
Mysuru City,Narasimharaja Traffic PS,2017,116
Mysuru City,Narasimharaja Traffic PS,2018,122
Mysuru City,Narasimharaja Traffic PS,2019,120
Mysuru City,Narasimharaja Traffic PS,2020,96
Mysuru City,Narasimharaja Traffic PS,2021,101
Mysuru City,Narasimharaja Traffic PS,2022,106
Mysuru City,Narasimharaja Traffic PS,2023,105
Mysuru City,Siddarthanagar Traffic PS,2016,150
Mysuru City,Siddarthanagar Traffic PS,2017,188
Mysuru City,Siddarthanagar Traffic PS,2018,201
Mysuru City,Siddarthanagar Traffic PS,2019,220
Mysuru City,Siddarthanagar Traffic PS,2020,129
Mysuru City,Siddarthanagar Traffic PS,2021,123
Mysuru City,Siddarthanagar Traffic PS,2022,197
Mysuru City,Siddarthanagar Traffic PS,2023,229
Mysuru City,V V Puram Traffic PS,2016,179
Mysuru City,V V Puram Traffic PS,2017,229
Mysuru City,V V Puram Traffic PS,2018,237
Mysuru City,V V Puram Traffic PS,2019,245
Mysuru City,V V Puram Traffic PS,2020,204
Mysuru City,V V Puram Traffic PS,2021,233
Mysuru City,V V Puram Traffic PS,2022,229
Mysuru City,V V Puram Traffic PS,2023,274
Mysuru Dist,Antharasanthe PS,2016,15
Mysuru Dist,Antharasanthe PS,2017,34
Mysuru Dist,Antharasanthe PS,2018,16
Mysuru Dist,Antharasanthe PS,2019,17
Mysuru Dist,Antharasanthe PS,2020,19
Mysuru Dist,Antharasanthe PS,2021,14
Mysuru Dist,Antharasanthe PS,2022,11
Mysuru Dist,Antharasanthe PS,2023,14
Mysuru Dist,Bannur PS,2016,53
Mysuru Dist,Bannur PS,2017,64
Mysuru Dist,Bannur PS,2018,70
Mysuru Dist,Bannur PS,2019,102
Mysuru Dist,Bannur PS,2020,77
Mysuru Dist,Bannur PS,2021,63
Mysuru Dist,Bannur PS,2022,92
Mysuru Dist,Bannur PS,2023,96
Mysuru Dist,Bettadapura PS,2016,24
Mysuru Dist,Bettadapura PS,2017,34
Mysuru Dist,Bettadapura PS,2018,41
Mysuru Dist,Bettadapura PS,2019,46
Mysuru Dist,Bettadapura PS,2020,49
Mysuru Dist,Bettadapura PS,2021,45
Mysuru Dist,Bettadapura PS,2022,58
Mysuru Dist,Bettadapura PS,2023,54
Mysuru Dist,Biligere PS,2016,28
Mysuru Dist,Biligere PS,2017,25
Mysuru Dist,Biligere PS,2018,33
Mysuru Dist,Biligere PS,2019,25
Mysuru Dist,Biligere PS,2020,25
Mysuru Dist,Biligere PS,2021,18
Mysuru Dist,Biligere PS,2022,31
Mysuru Dist,Biligere PS,2023,40
Mysuru Dist,Bilikere PS,2016,75
Mysuru Dist,Bilikere PS,2017,80
Mysuru Dist,Bilikere PS,2018,95
Mysuru Dist,Bilikere PS,2019,96
Mysuru Dist,Bilikere PS,2020,99
Mysuru Dist,Bilikere PS,2021,102
Mysuru Dist,Bilikere PS,2022,129
Mysuru Dist,Bilikere PS,2023,108
Mysuru Dist,Bylakuppe PS,2016,30
Mysuru Dist,Bylakuppe PS,2017,29
Mysuru Dist,Bylakuppe PS,2018,39
Mysuru Dist,Bylakuppe PS,2019,34
Mysuru Dist,Bylakuppe PS,2020,38
Mysuru Dist,Bylakuppe PS,2021,33
Mysuru Dist,Bylakuppe PS,2022,38
Mysuru Dist,Bylakuppe PS,2023,54
Mysuru Dist,H.D. Kote PS,2016,49
Mysuru Dist,H.D. Kote PS,2017,71
Mysuru Dist,H.D. Kote PS,2018,88
Mysuru Dist,H.D. Kote PS,2019,90
Mysuru Dist,H.D. Kote PS,2020,82
Mysuru Dist,H.D. Kote PS,2021,70
Mysuru Dist,H.D. Kote PS,2022,72
Mysuru Dist,H.D. Kote PS,2023,79
Mysuru Dist,Hullahalli PS,2016,24
Mysuru Dist,Hullahalli PS,2017,26
Mysuru Dist,Hullahalli PS,2018,26
Mysuru Dist,Hullahalli PS,2019,19
Mysuru Dist,Hullahalli PS,2020,28
Mysuru Dist,Hullahalli PS,2021,29
Mysuru Dist,Hullahalli PS,2022,21
Mysuru Dist,Hullahalli PS,2023,42
Mysuru Dist,Hunusur Rural PS,2016,96
Mysuru Dist,Hunusur Rural PS,2017,86
Mysuru Dist,Hunusur Rural PS,2018,96
Mysuru Dist,Hunusur Rural PS,2019,116
Mysuru Dist,Hunusur Rural PS,2020,112
Mysuru Dist,Hunusur Rural PS,2021,86
Mysuru Dist,Hunusur Rural PS,2022,102
Mysuru Dist,Hunusur Rural PS,2023,90
Mysuru Dist,Hunusur Town PS,2016,69
Mysuru Dist,Hunusur Town PS,2017,57
Mysuru Dist,Hunusur Town PS,2018,48
Mysuru Dist,Hunusur Town PS,2019,57
Mysuru Dist,Hunusur Town PS,2020,48
Mysuru Dist,Hunusur Town PS,2021,59
Mysuru Dist,Hunusur Town PS,2022,99
Mysuru Dist,Hunusur Town PS,2023,95
Mysuru Dist,Jayapura PS,2016,25
Mysuru Dist,Jayapura PS,2017,27
Mysuru Dist,Jayapura PS,2018,45
Mysuru Dist,Jayapura PS,2019,39
Mysuru Dist,Jayapura PS,2020,53
Mysuru Dist,Jayapura PS,2021,52
Mysuru Dist,Jayapura PS,2022,56
Mysuru Dist,Jayapura PS,2023,52
Mysuru Dist,K.R. Nagar PS,2016,44
Mysuru Dist,K.R. Nagar PS,2017,87
Mysuru Dist,K.R. Nagar PS,2018,84
Mysuru Dist,K.R. Nagar PS,2019,85
Mysuru Dist,K.R. Nagar PS,2020,84
Mysuru Dist,K.R. Nagar PS,2021,85
Mysuru Dist,K.R. Nagar PS,2022,110
Mysuru Dist,K.R. Nagar PS,2023,84
Mysuru Dist,Kowlande PS,2016,15
Mysuru Dist,Kowlande PS,2017,10
Mysuru Dist,Kowlande PS,2018,18
Mysuru Dist,Kowlande PS,2019,19
Mysuru Dist,Kowlande PS,2020,32
Mysuru Dist,Kowlande PS,2021,23
Mysuru Dist,Kowlande PS,2022,29
Mysuru Dist,Kowlande PS,2023,27
Mysuru Dist,Mysuru South PS,2016,110
Mysuru Dist,Mysuru South PS,2017,81
Mysuru Dist,Mysuru South PS,2018,90
Mysuru Dist,Mysuru South PS,2019,105
Mysuru Dist,Mysuru South PS,2020,76
Mysuru Dist,Mysuru South PS,2021,93
Mysuru Dist,Mysuru South PS,2022,109
Mysuru Dist,Mysuru South PS,2023,137
Mysuru Dist,Nanjanagudu Rural PS,2016,19
Mysuru Dist,Nanjanagudu Rural PS,2017,28
Mysuru Dist,Nanjanagudu Rural PS,2018,32
Mysuru Dist,Nanjanagudu Rural PS,2019,26
Mysuru Dist,Nanjanagudu Rural PS,2020,3
Mysuru Dist,Nanjanagudu Town PS,2018,1
Mysuru Dist,Nanjanagudu Town PS,2020,1
Mysuru Dist,Nanjangudu Traffic PS,2016,141
Mysuru Dist,Nanjangudu Traffic PS,2017,192
Mysuru Dist,Nanjangudu Traffic PS,2018,158
Mysuru Dist,Nanjangudu Traffic PS,2019,193
Mysuru Dist,Nanjangudu Traffic PS,2020,111
Mysuru Dist,Nanjangudu Traffic PS,2021,145
Mysuru Dist,Nanjangudu Traffic PS,2022,148
Mysuru Dist,Nanjangudu Traffic PS,2023,145
Mysuru Dist,Periyapatna PS,2016,69
Mysuru Dist,Periyapatna PS,2017,80
Mysuru Dist,Periyapatna PS,2018,100
Mysuru Dist,Periyapatna PS,2019,79
Mysuru Dist,Periyapatna PS,2020,94
Mysuru Dist,Periyapatna PS,2021,83
Mysuru Dist,Periyapatna PS,2022,116
Mysuru Dist,Periyapatna PS,2023,77
Mysuru Dist,Saligrama PS,2016,24
Mysuru Dist,Saligrama PS,2017,34
Mysuru Dist,Saligrama PS,2018,32
Mysuru Dist,Saligrama PS,2019,41
Mysuru Dist,Saligrama PS,2020,36
Mysuru Dist,Saligrama PS,2021,30
Mysuru Dist,Saligrama PS,2022,44
Mysuru Dist,Saligrama PS,2023,56
Mysuru Dist,Saragur PS,2016,20
Mysuru Dist,Saragur PS,2017,17
Mysuru Dist,Saragur PS,2018,22
Mysuru Dist,Saragur PS,2019,21
Mysuru Dist,Saragur PS,2020,16
Mysuru Dist,Saragur PS,2021,23
Mysuru Dist,Saragur PS,2022,29
